위도,경도,순번,기관분류,기관명,기관주소_도로명,의료기관분류,지역,대표전화,대표전화2,팩스번호,기준일자
35.85400877,128.5464211,294,한의원,대나무한의원,"대구광역시 달서구 달구벌대로 1649, 3층 (감삼동)",응급의료기관이외,대구,053-553-1523,053-553-1523,053-554-1523,2024-05-20
35.82358041,128.5343036,295,한의원,대선한의원,"대구광역시 달서구 월곡로 320, 304호 (상인동, 보성은하상가)",응급의료기관이외,대구,053-634-7508,053-634-7508,053-635-7508,2024-05-20
35.83751787,128.5496174,296,한의원,대송한의원,대구광역시 달서구 구마로 199 (성당동),응급의료기관이외,대구,053-625-6056,053-625-6056,053-655-0107,2024-05-20
35.795368,128.549434,297,한의원,대활한의원,"대구광역시 달서구 수밭길 77, 2층 (도원동)",응급의료기관이외,대구,053-638-6964,053-638-6964,053-638-6962,2024-05-20
35.85508798,128.5059064,298,한의원,더나은365한의원,"대구광역시 달서구 계대동문로 124, 2층 (이곡동)",응급의료기관이외,대구,053-581-0175,053-581-0175,053-582-0175,2024-05-20
35.8064448,128.5353843,299,한의원,더나은365한의원 대곡도원점,"대구광역시 달서구 도원로 36, 2층 (도원동)",응급의료기관이외,대구,053-710-3653,053-710-3653,053-710-3652,2024-05-20
35.85448216,128.5473654,300,한의원,더조은와이한의원,"대구광역시 달서구 달구벌대로 1659, 4층 (감삼동)",응급의료기관이외,대구,053-563-1729,053-563-1729,053-564-1729,2024-05-20
35.8577651,128.5308687,301,한의원,더편한한의원,"대구광역시 달서구 용산로 226, 2,3,4층 (용산동)",응급의료기관이외,대구,053-522-1075,053-522-1075,070-7882-9767,2024-05-20
35.85514989,128.5530941,302,한의원,도규한의원,대구광역시 달서구 달구벌대로344길 25 (두류동),응급의료기관이외,대구,053-653-8275,053-653-8275,0303-0653-8275,2024-05-20
35.83547125,128.5556136,303,한의원,도옴한의원,"대구광역시 달서구 월배로 473, 2층 201-1호 (송현동)",응급의료기관이외,대구,053-592-0877,053-592-0877,053-593-0877,2024-05-20
35.850369,128.536089,304,한의원,도해한의원,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 405호 (죽전동)",응급의료기관이외,대구,053-568-1075,053-568-1075,053-568-1076,2024-05-20
35.86160717,128.5714972,305,한의원,동인당한의원,"대구광역시 달서구 달구벌대로 1892 (두류동,(1층))",응급의료기관이외,대구,053-626-8275,053-626-8275,053-626-8276,2024-05-20
35.81640671,128.5300392,306,한의원,동인두한의원,"대구광역시 달서구 월배로 147 (진천동,(2층))",응급의료기관이외,대구,053-644-2475,053-644-2475,053-423-2475,2024-05-20
35.85275448,128.5407772,307,한의원,동일한의원,대구광역시 달서구 죽전길 21 (죽전동),응급의료기관이외,대구,053-559-7289,053-559-7289,053-552-8800,2024-05-20
35.84385212,128.5321041,308,한의원,동화당한의원,"대구광역시 달서구 장기로 258, 2층 (장기동)",응급의료기관이외,대구,053-573-1075,053-573-1075,053-573-1076,2024-05-20
35.82199274,128.5485694,309,한의원,드림부부한의원,"대구광역시 달서구 송현로 32, 2층 (송현동)",응급의료기관이외,대구,053-623-1034,053-623-1034,053-623-1035,2024-05-20
35.84533631,128.5448116,310,한의원,류정화한의원,"대구광역시 달서구 당산로 88, 4층 (성당동)",응급의료기관이외,대구,053-627-1075,053-627-1075,053-627-1075,2024-05-20
35.84696524,128.5453542,311,한의원,마디와맵시효도한의원,"대구광역시 달서구 당산로 110, 2~3층 (성당동)",응급의료기관이외,대구,053-656-7707,053-656-7707,053-656-7706,2024-05-20
35.80704047,128.5364276,312,한의원,만수한의원,"대구광역시 달서구 한실로 89, 2층 (도원동)",응급의료기관이외,대구,053-639-3383,053-639-3383,053-639-3383,2024-05-20
35.82115374,128.5286764,313,한의원,맘편한윤호준한의원,"대구광역시 달서구 조암남로 41, 3층 (월성동)",응급의료기관이외,대구,053-632-5566,053-632-5566,053-636-1515,2024-05-20
35.81519129,128.5438194,314,한의원,명문당한의원,"대구광역시 달서구 상인서로 46, 110동 202호 (상인동, 상인서한상가)",응급의료기관이외,대구,053-639-1075,053-639-1075,053-637-1075,2024-05-20
35.85393449,128.5185095,315,한의원,명선한의원,"대구광역시 달서구 성지로 27, 401호 (용산동)",응급의료기관이외,대구,053-585-1075,053-585-1075,053-585-1015,2024-05-20
35.84087668,128.5443825,316,한의원,명성한의원,대구광역시 달서구 당산로 39 (본리동),응급의료기관이외,대구,053-524-8291,053-524-8291,053-356-6126,2024-05-20
35.85854583,128.5213851,317,한의원,명인한의원,대구광역시 달서구 선원로 262 (용산동),응급의료기관이외,대구,053-583-1185,053-583-1185,0508-9555-8012,2024-05-20
35.81758446,128.5327472,318,한의원,미올한의원,"대구광역시 달서구 월배로 175, 501호 (상인동, 우리빌딩)",응급의료기관이외,대구,053-631-1075,053-631-1075,053-638-3993,2024-05-20
35.83032758,128.531106,319,한의원,바로한의원,"대구광역시 달서구 학산로7길 27, 1층 101호 (월성동, 월성보성아파트2단지)",응급의료기관이외,대구,053-636-3800,053-636-3800,053-636-3801,2024-05-20
35.81758446,128.5327472,320,한의원,바른손한의원,"대구광역시 달서구 월배로 175, 4층 402호 (상인동)",응급의료기관이외,대구,053-636-1071,053-636-1071,053-636-1073,2024-05-20
35.84087668,128.5443825,321,한의원,박성후한의원,"대구광역시 달서구 당산로 39, 224동 206호 (본리동)",응급의료기관이외,대구,053-563-3001,053-563-3001,053-289-1770,2024-05-20
35.81330797,128.5456988,322,한의원,백천침구과한의원,"대구광역시 달서구 상화북로 185, 201호 (상인동)",응급의료기관이외,대구,053-634-7585,053-634-7585,053-634-7595,2024-05-20
35.83736517,128.5514649,323,한의원,벧엘한의원,대구광역시 달서구 구마로 217,응급의료기관이외,대구,053-423-0460,053-423-0460,053-425-5115,2024-05-20
35.84280755,128.5339126,324,한의원,보광한의원,대구광역시 달서구 용산로14길 60-4,응급의료기관이외,대구,053-522-6200,053-522-6200,070-8196-6201,2024-05-20
35.85441973,128.5472211,325,한의원,보람한의원,"대구광역시 달서구 달구벌대로 1657, 2층 (감삼동)",응급의료기관이외,대구,053-567-2233,053-567-2233,053-567-7979,2024-05-20
35.81728008,128.5322804,326,한의원,보명한의원,"대구광역시 달서구 월배로 169, 3층 (진천동)",응급의료기관이외,대구,053-635-1188,053-635-1188,053-635-1189,2024-05-20
35.85241525,128.5420481,327,한의원,보생조한의원,"대구광역시 달서구 달구벌대로 1607, 1층 (감삼동)",응급의료기관이외,대구,053-564-0401,053-564-0401,053-557-4053,2024-05-20
35.85136854,128.5732946,328,한의원,보성한의원,대구광역시 달서구 성당로 213 (두류동),응급의료기관이외,대구,053-656-3266,053-656-3266,053-629-3300,2024-05-20
35.84334216,128.5312483,329,한의원,본한의원,"대구광역시 달서구 장기로 265, 2층 (장기동)",응급의료기관이외,대구,053-521-8600,053-521-8600,053-555-0050,2024-05-20
35.80796401,128.5354933,330,한의원,비비통김근모한의원,대구광역시 달서구 도원로 20 (도원동),응급의료기관이외,대구,053-642-6494,053-642-6494,053-642-6495,2024-05-20
35.821599,128.5207763,331,한의원,빌리브한의원,"대구광역시 달서구 조암로 5, 401,402호 (월성동)",응급의료기관이외,대구,053-710-7588,053-710-7588,053-710-8288,2024-05-20
35.85259855,128.4777916,332,한의원,삼성한의원,"대구광역시 달서구 호산로 143, 2층 (파호동)",응급의료기관이외,대구,053-588-9977,053-588-9977,050-4070-1075,2024-05-20
35.85639614,128.5545199,333,한의원,삼주한의원,대구광역시 달서구 달구벌대로 1728 (두류동),응급의료기관이외,대구,053-623-7171,053-623-7171,053-623-7191,2024-05-20
35.85602404,128.4954385,334,한의원,상원한의원,대구광역시 달서구 서당로 47 (신당동),응급의료기관이외,대구,053-586-0467,053-586-0467,,2024-05-20
35.81910639,128.5370845,335,한의원,상인월드연합한의원,"대구광역시 달서구 월배로 219, 303호 (상인동)",응급의료기관이외,대구,053-638-8271,053-641-8775,053-638-8272,2024-05-20
35.81834314,128.5344233,336,한의원,상인청담한의원,"대구광역시 달서구 월배로 191, 3층 (상인동)",응급의료기관이외,대구,053-643-1075,053-643-1075,053-634-7510,2024-05-20
35.821666,128.533401,337,한의원,상인탑한의원,"대구광역시 달서구 월서로 14, 131동 201호 (상인동, 상인역 e-편한세상 1단지)",응급의료기관이외,대구,053-637-1778,053-637-1778,,2024-05-20
35.85365234,128.5455219,338,한의원,서남한의원,대구광역시 달서구 달구벌대로 1641 (감삼동),응급의료기관이외,대구,053-561-8868,053-561-8868,053-559-3314,2024-05-20
35.850369,128.536089,339,한의원,서재한의원,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 6층 605호 (죽전동)",응급의료기관이외,대구,053-587-7975,053-587-7975,053-587-7976,2024-05-20
35.82552669,128.5464356,340,한의원,서진한의원,"대구광역시 달서구 월배로 335, 1층 (송현동)",응급의료기관이외,대구,053-651-8688,053-651-8688,053-651-8688,2024-05-20
35.85508885,128.5078329,341,한의원,석한의원,"대구광역시 달서구 성서로 420, 204호 (이곡동, 성서메가타운)",응급의료기관이외,대구,053-586-8575,053-586-8575,053-587-8575,2024-05-20
35.82176054,128.5280164,342,한의원,선재한의원,"대구광역시 달서구 조암남로 42, 305호 (월성동)",응급의료기관이외,대구,053-635-6456,053-635-6456,053-289-9964,2024-05-20
35.80861844,128.5521729,343,한의원,성심한의원,"대구광역시 달서구 상화로 371, 110동 105호 (상인동, 비둘기아파트상가)",응급의료기관이외,대구,053-632-6275,053-632-6275,053-632-6275,2024-05-20
35.8230914,128.5468062,344,한의원,성원한의원,"대구광역시 달서구 송현로 52, 1층 (송현동)",응급의료기관이외,대구,053-651-3733,053-651-3733,053-654-3733,2024-05-20
35.85979242,128.5645419,345,한의원,성제국한의원,"대구광역시 달서구 달구벌대로 1826, 2층 (두류동)",응급의료기관이외,대구,053-256-4962,053-256-4962,053-257-4962,2024-05-20
35.85159523,128.5479544,346,한의원,성주한의원,"대구광역시 달서구 당산로 165, 1층 (감삼동)",응급의료기관이외,대구,053-559-0904,053-559-0904,053-556-0904,2024-05-20
35.82651348,128.5314346,347,한의원,세도나한의원,"대구광역시 달서구 학산로 14, A동 202호 (월성동)",응급의료기관이외,대구,053-635-7510,053-635-7510,053-637-7512,2024-05-20
35.8267242,128.5481327,348,한의원,세인한의원,"대구광역시 달서구 월배로 328, 1, 2층 (송현동)",응급의료기관이외,대구,053-635-7510,053-635-7510,053-637-7512,2024-05-20
35.83611,128.556119,349,한의원,소생한의원,"대구광역시 달서구 월배로 481 (송현동,(2층))",응급의료기관이외,대구,053-657-1235,053-657-1235,053-657-1257,2024-05-20
35.82034148,128.532987,350,한의원,소예랑한의원,"대구광역시 달서구 월배로39길 26, 301동 201호 (상인동, KCC스위첸)",응급의료기관이외,대구,053-641-0098,053-641-0098,053-641-0067,2024-05-20
35.81579851,128.5289728,351,한의원,손모아한의원,"대구광역시 달서구 월배로 135, 2층 (진천동, 고은빌딩)",응급의료기관이외,대구,053-643-5775,053-643-5775,053-643-5776,2024-05-20
35.86088118,128.568746,352,한의원,손채형한의원,대구광역시 달서구 달구벌대로 1864 (두류동),응급의료기관이외,대구,053-625-6253,053-625-6253,053-253-3133,2024-05-20
35.8140865,128.522687,353,한의원,손한의원,대구광역시 달서구 월배로 75 (진천동),응급의료기관이외,대구,053-633-0156,053-633-0156,053-632-0090,2024-05-20
35.83052226,128.5518601,354,한의원,송현한의원,"대구광역시 달서구 월배로 408, 1층 (송현동)",응급의료기관이외,대구,053-653-1075,053-653-1075,053-653-1076,2024-05-20
35.83456585,128.536724,355,한의원,수민제세한의원,대구광역시 달서구 와룡로 23 (본동),응급의료기관이외,대구,053-527-8687,053-527-8687,053-527-8688,2024-05-20
35.82736263,128.5490159,356,한의원,수정한의원,"대구광역시 달서구 월배로 364-1, 2층 (송현동)",응급의료기관이외,대구,053-628-2585,053-628-2585,053-625-9197,2024-05-20
35.85378067,128.4995541,357,한의원,수제통한의원,대구광역시 달서구 신당로 63 (신당동),응급의료기관이외,대구,053-591-8700,053-591-8700,053-591-8701,2024-05-20
35.82596896,128.5281993,358,한의원,순수의뜰한의원,"대구광역시 달서구 조암로 14, 4층 403호 (월성동)",응급의료기관이외,대구,053-623-2475,053-638-1275,053-638-5275,2024-05-20
35.83673875,128.556342,359,한의원,신강한의원,"대구광역시 달서구 월배로 489, 1층 (송현동)",응급의료기관이외,대구,053-655-7582,053-655-7582,053-655-7583,2024-05-20
35.84141675,128.5445412,360,한의원,신앤박한의원,"대구광역시 달서구 당산로 43, 2층 (본리동)",응급의료기관이외,대구,053-524-3375,053-524-3375,053-524-3376,2024-05-20
35.82502825,128.5470298,361,한의원,신한의원,대구광역시 달서구 월배로 334 (송현동),응급의료기관이외,대구,053-624-8688,053-624-8688,053-628-9634,2024-05-20
35.85581736,128.552988,362,한의원,아하한의원,대구광역시 달서구 달구벌대로 1712 (두류동),응급의료기관이외,대구,053-651-2121,053-651-2121,053-651-2122,2024-05-20
35.8481144,128.5282579,363,한의원,약수한의원,"대구광역시 달서구 한들로 21, 1층 (장기동)",응급의료기관이외,대구,053-567-0412,053-567-0412,053-568-0412,2024-05-20
35.84541093,128.5442586,364,한의원,약초사랑성산한의원,"대구광역시 달서구 당산로 89 (감삼동,(1층))",응급의료기관이외,대구,053-587-0117,053-593-8275,053-587-0117,2024-05-20
35.8481027,128.5288667,365,한의원,양생한의원,"대구광역시 달서구 한들로 15, 5층 (장기동)",응급의료기관이외,대구,053-566-7585,053-566-7585,050-4007-2076,2024-05-20
35.85021364,128.5716588,366,한의원,어깻바람한의원,대구광역시 달서구 성당로 191 (성당동),응급의료기관이외,대구,053-626-7896,053-626-7896,053-626-1034,2024-05-20
35.8157093,128.5287619,367,한의원,여대원한의원,"대구광역시 달서구 월배로 133, 1,2층 (진천동)",응급의료기관이외,대구,053-641-1075,053-634-3366,053-638-0785,2024-05-20
35.81730156,128.533531,368,한의원,영천한의원,"대구광역시 달서구 월배로 180, 3층 (상인동)",응급의료기관이외,대구,053-631-0124,053-631-0124,053-632-3623,2024-05-20
35.81135922,128.5361248,369,한의원,예맥중앙한의원,"대구광역시 달서구 상원로 15, 2층 (상인동)",응급의료기관이외,대구,053-637-3772,053-637-3772,053-637-3633,2024-05-20
35.85848585,128.5309399,370,한의원,예솔한의원,"대구광역시 달서구 용산로 236, 2층 (용산동)",응급의료기관이외,대구,053-561-1075,053-561-1075,053-561-1076,2024-05-20
35.83025894,128.5503198,371,한의원,오덕한의원,대구광역시 달서구 송현동길 8,응급의료기관이외,대구,053-654-6039,053-654-6039,053-629-4250,2024-05-20
35.8177804,128.539322,372,한의원,온데이한의원,"대구광역시 달서구 월곡로 260, 2층 (상인동)",응급의료기관이외,대구,053-643-3375,053-643-3375,053-721-8857,2024-05-20
35.8169662,128.513082,373,한의원,온아한의원 월배월성점,"대구광역시 달서구 조암로 184, 201호 (유천동)",응급의료기관이외,대구,053-721-6576,053-721-6576,053-721-6586,2024-05-20
35.85473668,128.5308595,374,한의원,용산부부한의원,"대구광역시 달서구 용산로 194, 2층 (용산동)",응급의료기관이외,대구,053-521-5800,053-521-5800,053-526-3263,2024-05-20
35.85653616,128.5213165,375,한의원,용산한의원,"대구광역시 달서구 성지로 82, 2층 (용산동)",응급의료기관이외,대구,053-586-8275,053-586-8275,053-586-8274,2024-05-20
35.85025339,128.4736813,376,한의원,용진한의원,대구광역시 달서구 호산로 125 (파호동),응급의료기관이외,대구,053-591-6404,053-591-6404,053-284-6404,2024-05-20
35.8321697,128.5522922,377,한의원,우남한의원,대구광역시 달서구 월배로 425 (송현동),응급의료기관이외,대구,053-626-6688,053-626-6688,053-626-7582,2024-05-20
35.84811532,128.5280476,378,한의원,우리i참사랑한의원,"대구광역시 달서구 한들로 23, 2층 (장기동)",응급의료기관이외,대구,053-568-8275,053-568-8275,053-586-8274,2024-05-20
35.85848879,128.5302756,379,한의원,우리들한의원,"대구광역시 달서구 용산로 235, 2층 (용산동)",응급의료기관이외,대구,053-521-4883,053-521-4883,053-521-4883,2024-05-20
35.85586472,128.5076607,380,한의원,우성한의원,"대구광역시 달서구 성서로 430, 1층 (이곡동)",응급의료기관이외,대구,053-581-0124,053-581-0124,053-581-0241,2024-05-20
35.81114574,128.5253013,381,한의원,우종걸한의원,대구광역시 달서구 진천로 25-4 (진천동),응급의료기관이외,대구,053-755-7583,053-755-7583,,2024-05-20
35.81857264,128.5375235,382,한의원,우한의원,"대구광역시 달서구 월배로 220, 2층 (상인동)",응급의료기관이외,대구,053-636-2500,053-636-2500,053-636-2501,2024-05-20
35.81496073,128.5268204,383,한의원,월배조은한의원,"대구광역시 달서구 월배로 113, 2층 (진천동)",응급의료기관이외,대구,053-642-7582,053-642-7582,050-4330-8562,2024-05-20
35.81196993,128.5366158,384,한의원,월배홍한의원,"대구광역시 달서구 상원로 22, 2층 (상인동)",응급의료기관이외,대구,053-656-7500,053-656-7500,053-562-3335,2024-05-20
35.82438159,128.5243262,385,한의원,월성탑한의원,"대구광역시 달서구 조암로 48, 304호 (월성동)",응급의료기관이외,대구,053-431-7100,053-431-7100,053-431-7101,2024-05-20
35.8224185,128.5481252,386,한의원,월촌한결한의원,"대구광역시 달서구 송현로 38, 3층 (송현동)",응급의료기관이외,대구,053-719-4234,053-719-4234,0504-328-1580,2024-05-20
35.82364538,128.5458914,387,한의원,월촌한의원,"대구광역시 달서구 월배로 316, 3층 (송현동)",응급의료기관이외,대구,053-627-7975,053-627-7975,070-3440-7975,2024-05-20
35.82002923,128.5403222,388,한의원,윤성한의원,"대구광역시 달서구 월배로 247 (상인동,1층)",응급의료기관이외,대구,053-638-8850,053-572-6688,053-638-8851,2024-05-20
35.81550627,128.5236812,389,한의원,이경미한의원,"대구광역시 달서구 진천로 78, 301호 (진천동)",응급의료기관이외,대구,053-644-5075,053-644-5075,053-644-5076,2024-05-20
35.8432009,128.5426605,390,한의원,이소연한의원,"대구광역시 달서구 장기로 167 (본리동,203호)",응급의료기관이외,대구,053-567-1075,053-567-1075,053-567-1074,2024-05-20
35.83793223,128.5574794,391,한의원,이승우한의원,"대구광역시 달서구 성당로 3, 2층 (성당동)",응급의료기관이외,대구,053-626-1275,053-626-1275,053-629-1275,2024-05-20
35.8432852,128.5358081,392,한의원,이웃집한의원 대구달서점,"대구광역시 달서구 장기로 225, 3층 (장기동)",응급의료기관이외,대구,053-525-1217,053-525-1217,053-526-1217,2024-05-20
35.80870683,128.5505912,393,한의원,이철상한의원,대구광역시 달서구 월곡로26길 37 (상인동),응급의료기관이외,대구,053-636-1975,053-636-1975,053-644-1975,2024-05-20
35.81855456,128.5355203,394,한의원,일상한의원,"대구광역시 달서구 월배로 201, 3층 (상인동)",응급의료기관이외,대구,053-261-2112,053-261-2112,053-261-2114,2024-05-20
35.85505828,128.5044005,395,한의원,일침당한의원,"대구광역시 달서구 계대동문로 110, 2층층 (이곡동)",응급의료기관이외,대구,053-568-1717,053-568-1717,053-583-7502,2024-05-20
35.8433507,128.5333849,396,한의원,자애한의원,대구광역시 달서구 장기로 245-1 (장기동),응급의료기관이외,대구,053-527-1075,053-527-1075,053-527-1275,2024-05-20
35.80731242,128.5340615,397,한의원,자연나무한의원,대구광역시 달서구 한실로 67 (도원동),응급의료기관이외,대구,053-631-5775,053-631-5775,053-631-5779,2024-05-20
35.80693632,128.5375445,398,한의원,자인당한의원,"대구광역시 달서구 한실로 99, 2층 (도원동)",응급의료기관이외,대구,053-642-1122,053-642-1122,053-289-1422,2024-05-20
35.81392961,128.5214576,399,한의원,잘보는한의원,"대구광역시 달서구 월배로 63, 3층 (진천동)",응급의료기관이외,대구,053-638-6675,053-638-6675,053-638-6674,2024-05-20
35.83073852,128.5518727,400,한의원,장수한의원,"대구광역시 달서구 월배로 410, 5층 (송현동)",응급의료기관이외,대구,053-657-1075,053-657-1075,053-629-7712,2024-05-20
35.84484361,128.544144,401,한의원,장안한의원,대구광역시 달서구 당산로 81 (감삼동),응급의료기관이외,대구,053-555-0674,053-555-0674,053-555-0673,2024-05-20
35.85517188,128.5031058,402,한의원,전병욱한의원,대구광역시 달서구 계대동문로 98 (이곡동),응급의료기관이외,대구,053-592-0058,053-592-0058,053-582-0068,2024-05-20
35.83919749,128.5489316,403,한의원,정림한의원,"대구광역시 달서구 대명천로 99, 1층 (성당동)",응급의료기관이외,대구,053-651-1275,053-651-1275,053-653-1275,2024-05-20
35.84934214,128.5339233,404,한의원,정우영한의원,"대구광역시 달서구 달구벌대로 1530, 301동 310호 (감삼동, 삼정브리티시상가)",응급의료기관이외,대구,053-522-3335,053-522-3335,053-523-3335,2024-05-20
35.85513886,128.5213738,405,한의원,정인배한의원,대구광역시 달서구 성지로 66-1 (용산동),응급의료기관이외,대구,053-588-1075,053-588-1075,053-587-1566,2024-05-20
35.80723419,128.5354331,406,한의원,제남한의원,"대구광역시 달서구 도원로 30, 201호 (도원동, 대곡프라자)",응급의료기관이외,대구,053-631-7582,053-631-7582,053-632-8808,2024-05-20
35.83100789,128.5520959,407,한의원,제민한의원,대구광역시 달서구 월배로 414 (송현동),응급의료기관이외,대구,053-621-8121,053-621-8121,053-621-8350,2024-05-20
35.86096904,128.5692228,408,한의원,제영한의원,대구광역시 달서구 달구벌대로 1870 (두류동),응급의료기관이외,대구,053-623-2873,053-623-2873,053-651-8838,2024-05-20
35.81821486,128.5409185,409,한의원,제원당한의원,"대구광역시 달서구 상인서로 94, 203호 (상인동)",응급의료기관이외,대구,053-637-2805,053-637-2805,053-637-6621,2024-05-20
35.83158937,128.533151,410,한의원,제중한의원,"대구광역시 달서구 월성로 20, 2층 (월성동)",응급의료기관이외,대구,053-632-2245,053-632-2245,053-632-3222,2024-05-20
35.83722401,128.5566553,411,한의원,조형래한의원,"대구광역시 달서구 구마로 264, 2층 (송현동)",응급의료기관이외,대구,053-655-0300,053-655-0300,053-655-0350,2024-05-20
35.85784285,128.5376895,412,한의원,죽전한의원,"대구광역시 달서구 와룡로 282, 3,4층 (죽전동)",응급의료기관이외,대구,053-585-5121,053-585-5121,053-585-5129,2024-05-20
35.81363969,128.5238681,413,한의원,진산한의원,"대구광역시 달서구 월배로 80, 401동 206호 (진천동,진천역대성스카이렉스)",응급의료기관이외,대구,053-636-0505,053-636-0505,053-637-0050,2024-05-20
35.81334272,128.527872,414,한의원,진천이석한의원,"대구광역시 달서구 월배로28안길 54, 2층 (진천동)",응급의료기관이외,대구,053-639-7510,053-639-7510,053-639-7510,2024-05-20
35.81404722,128.5254864,415,한의원,진천최한의원,"대구광역시 달서구 월배로 100, 1층 (진천동)",응급의료기관이외,대구,053-639-0254,053-639-0254,053-639-0256,2024-05-20
35.81646383,128.5211201,416,한의원,진천한의원,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡리슈빌상가)",응급의료기관이외,대구,053-642-8875,053-642-8875,053-642-8876,2024-05-20
35.83161796,128.5307715,417,한의원,진한의원,"대구광역시 달서구 월성로 42, 212호 (월성동, 센트로벨리)",응급의료기관이외,대구,053-638-1075,053-638-1075,053-638-1055,2024-05-20
35.8555926,128.5449927,418,한의원,차오름한의원,"대구광역시 달서구 죽전4길 91, 2층 (감삼동)",응급의료기관이외,대구,053-561-8870,053-561-8870,053-562-8870,2024-05-20
35.8153036,128.5205482,419,한의원,참바른한의원,"대구광역시 달서구 진천로23길 70, 2층 202호 (대천동)",응급의료기관이외,대구,053-634-8899,053-634-8899,053-722-0567,2024-05-20
35.84660805,128.5264656,420,한의원,청담한의원,대구광역시 달서구 한들로 70 (장기동),응급의료기관이외,대구,053-525-0725,053-525-0725,053-571-1075,2024-05-20
35.81266296,128.5448312,421,한의원,청도한의원,대구광역시 달서구 월곡로 184 (상인동),응급의료기관이외,대구,053-632-4800,053-632-4800,053-632-4811,2024-05-20
35.84373868,128.5413357,422,한의원,최한의원,"대구광역시 달서구 장기로 174, 2층 (감삼동)",응급의료기관이외,대구,053-523-8275,053-523-8275,053-558-1075,2024-05-20
35.83520789,128.5342378,423,한의원,춘수한의원,"대구광역시 달서구 와룡로5길 46, 1층 (본동)",응급의료기관이외,대구,053-557-4222,053-557-4222,053-557-4222,2024-05-20
35.8501251,128.5301312,424,한의원,코끼리한의원,"대구광역시 달서구 용산로 141, 9층 (용산동, 그랜드타워)",응급의료기관이외,대구,053-523-1075,053-523-1075,053-524-1075,2024-05-20
35.8166038,128.5225442,425,한의원,태림한의원,"대구광역시 달서구 진천로 93, 애플플라자 3층 313,314호 (대천동)",응급의료기관이외,대구,053-633-5379,053-633-5379,,2024-05-20
35.85508431,128.5024963,426,한의원,태백한의원,"대구광역시 달서구 계대동문로 92, 2층 (이곡동)",응급의료기관이외,대구,053-593-8575,053-584-1075,053-584-1075,2024-05-20
35.85429105,128.545792,427,한의원,태인한의원,대구광역시 달서구 달구벌대로329길 14 (감삼동),응급의료기관이외,대구,053-522-7585,053-522-7585,053-522-7585,2024-05-20
35.82464895,128.5291202,428,한의원,태한한의원,대구광역시 달서구 조암남로 10 (월성동),응급의료기관이외,대구,053-635-3373,053-635-3373,053-635-3393,2024-05-20
35.82692745,128.5315813,429,한의원,태화한의원,"대구광역시 달서구 학산로 16 (월성동, 2층)",응급의료기관이외,대구,053-642-7755,053-642-7755,053-642-0078,2024-05-20
35.80965517,128.5135954,430,한의원,편한세상한의원,"대구광역시 달서구 비슬로 2728, 4층 (대곡동)",응급의료기관이외,대구,053-633-5599,053-633-5599,053-633-5913,2024-05-20
35.85515612,128.5047111,431,한의원,푸른맘한의원,"대구광역시 달서구 달구벌대로251길 33, 5층 (이곡동)",응급의료기관이외,대구,053-588-3366,053-588-3366,053-588-7501,2024-05-20
35.84934214,128.5339233,432,한의원,한마음정안한의원,"대구광역시 달서구 달구벌대로 1530, 306호 (감삼동, 삼정브리티시몰)",응급의료기관이외,대구,053-525-8207,053-525-8207,053-525-8208,2024-05-20
35.81910034,128.5404376,433,한의원,해인한의원,대구광역시 달서구 월배로 250 (상인동),응급의료기관이외,대구,053-635-7500,053-635-7500,053-635-7573,2024-05-20
35.83192291,128.5331421,434,한의원,해조한의원,대구광역시 달서구 월성로 36,응급의료기관이외,대구,053-637-6573,053-637-6573,053-639-6573,2024-05-20
35.81296242,128.5095224,435,한의원,혜민당한의원,"대구광역시 달서구 달서대로 65-25, 3층 (유천동)",응급의료기관이외,대구,053-634-1275,053-634-1275,053-634-1275,2024-05-20
35.82531787,128.5266344,436,한의원,호랑이한의원,대구광역시 달서구 조암로 28 (월성동),응급의료기관이외,대구,053-629-8787,053-629-8787,053-654-0342,2024-05-20
35.84587054,128.5442728,437,한의원,황성준한의원,대구광역시 달서구 당산로 93 (감삼동),응급의료기관이외,대구,053-522-7582,053-522-7582,053-522-7582,2024-05-20
35.8548693,128.5086489,438,의원,365상쾌한속연합내과의원,"대구광역시 달서구 이곡공원로 12, 3층 (이곡동)",응급의료기관이외,대구,053-588-0365,053-588-0365,053-588-0370,2024-05-20
35.8326971,128.5482863,439,의원,365열린우리의원,"대구광역시 달서구 월배로 491, 1호 (송현동)",응급의료기관이외,대구,053-625-3651,053-625-3651,053-625-3652,2024-05-20
35.82488853,128.5460438,440,의원,365열린종합내과의원,"대구광역시 달서구 월배로 327, 4층 (송현동)",응급의료기관이외,대구,053-652-3655,053-652-3655,053-652-3657,2024-05-20
35.83547125,128.5556136,441,의원,가톨릭서부내과의원,"대구광역시 달서구 월배로 473, 3층 (송현동)",응급의료기관이외,대구,053-477-8275,053-477-8275,053-477-8276,2024-05-20
35.85512544,128.5055745,442,의원,가톨릭안과의원,"대구광역시 달서구 계대동문로 120, 3층 (이곡동)",응급의료기관이외,대구,053-591-6006,053-591-6006,053-591-6007,2024-05-20
