위도,경도,번호,구분,업종명,업소명,소재지(도로명),소재지(지번),소재지전화,식단,행정동명,주관부서,기준일자
128.5498739,35.85335917,3389,,일반음식점,신송림 생고기육회,"대구광역시 달서구 당산로38길 22, 1층 (두류동)",대구광역시 달서구 두류동 630-50 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5436748,35.80707454,3390,,일반음식점,신신간짬뽕,"대구광역시 달서구 미리샘길 99, 1층 (도원동)",대구광역시 달서구 도원동 1447-2 ,,,도원동,대구광역시 달서구 위생과,2024-05-30
128.533634,35.8101679,3391,,일반음식점,신신마족,"대구광역시 달서구 상화로 181, 1~2층 (상인동)",대구광역시 달서구 상인동 1460-35 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5398831,35.81581035,3392,,일반음식점,신신반점,대구광역시 달서구 월곡로 239 (상인동),대구광역시 달서구 상인동 0583-0128 ,053-636-4700,,상인2동,대구광역시 달서구 위생과,2024-05-30
128.5605218,35.85841195,3393,,일반음식점,신신반점,"대구광역시 달서구 달구벌대로 1786, 2동 1층 (두류동)",대구광역시 달서구 두류동 135-3 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5405116,35.8534796,3394,,일반음식점,신아니고,대구광역시 달서구 죽전길 37 (죽전동),대구광역시 달서구 죽전동 220-48 ,053-656-2018,,죽전동,대구광역시 달서구 위생과,2024-05-30
128.5513382,35.82965797,3395,,일반음식점,신오복돼지국밥 송현점,"대구광역시 달서구 월배로80길 9, 1층 (송현동)",대구광역시 달서구 송현동 219-17 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5262,35.81192967,3396,,일반음식점,신왕초안동불찜닭,"대구광역시 달서구 진천로10길 50, 1층 (진천동)",대구광역시 달서구 진천동 251-16 ,053-6449-935,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5252021,35.81990859,3397,,일반음식점,신용반점,대구광역시 달서구 월배로23길 117 (월성동),대구광역시 달서구 월성동 1410-0004 ,053-642-1019,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5251848,35.8236306,3398,,일반음식점,신월성 일품돼지국밥,"대구광역시 달서구 조암남로14길 65, 1층 (월성동)",대구광역시 달서구 월성동 1146-4 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5240632,35.81995008,3399,,일반음식점,신월성점 굽네치킨,"대구광역시 달서구 조암남로 85, 1층 115호 (월성동)",대구광역시 달서구 월성동 1394-2 ,053-525-9494,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5251848,35.8236306,3400,,일반음식점,신월성조개구이무한리필클램시,"대구광역시 달서구 조암남로14길 65, 3층 (월성동)",대구광역시 달서구 월성동 1146-4 ,053-644-9290,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.4960007,35.85634911,3401,,일반음식점,신의혼밥 대구성서점,"대구광역시 달서구 성서서로69길 66-9, 1층 (신당동)",대구광역시 달서구 신당동 1782-1 ,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5244373,35.85338727,3402,,일반음식점,신인생도리탕,"대구광역시 달서구 달구벌대로291길 107, 1층 (장기동)",대구광역시 달서구 장기동 5-2 ,,,장기동,대구광역시 달서구 위생과,2024-05-30
128.5426807,35.84602626,3403,,일반음식점,신자금성,"대구광역시 달서구 와룡로32길 96 (감삼동,(지상1층))",대구광역시 달서구 감삼동 293-2 (지상1층) ,053-522-5757,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.530389,35.83534256,3404,,일반음식점,신전떡볶이,"대구광역시 달서구 학산로7길 81-3 (본동,(지상1층))",대구광역시 달서구 본동 611-4 (지상1층) ,053-635-7782,,송현2동,대구광역시 달서구 위생과,2024-05-30
128.5739315,35.85805676,3405,,일반음식점,신전떡볶이,"대구광역시 달서구 두류남길 5 (두류동,지상1층)",대구광역시 달서구 두류동 1231-10 지상1층 ,053-656-8990,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5254314,35.81975249,3406,,일반음식점,신전떡볶이 신월성점,"대구광역시 달서구 월배로23길 114, B동 (월성동)",대구광역시 달서구 월성동 1369-2 B동 ,053-632-5092,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5132552,35.81656312,3407,,일반음식점,신존갑분식,"대구광역시 달서구 조암로 185, 골든스퀘어 1층 111호 (유천동)",대구광역시 달서구 유천동 636 ,,,유천동,대구광역시 달서구 위생과,2024-05-30
128.5727256,35.8508093,3408,,일반음식점,신짬짜야,"대구광역시 달서구 성당로 203-1, 1층 (성당동)",대구광역시 달서구 성당동 54-54 ,,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5339233,35.8493465,3409,,일반음식점,신참떡볶이,"대구광역시 달서구 달구벌대로 1530, 301동 지상1층 108호 (감삼동, 삼정브리티시용산)",대구광역시 달서구 감삼동 0702 삼정브리티시용산 301동 108호,053-561-1555,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5078325,35.85509276,3410,,일반음식점,신참떡볶이,"대구광역시 달서구 성서로 420 (이곡동,메가타운  104호)",대구광역시 달서구 이곡동 1244 메가타운  104호 ,053-587-7749,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.4736822,35.85026278,3411,,일반음식점,신참떡볶이,"대구광역시 달서구 호산로 125, 50동 133호 (파호동, 성서삼성명가타운상가)",대구광역시 달서구 파호동 89 성서삼성명가타운상가 50동 133호,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5587381,35.85550637,3412,,일반음식점,신참떡볶이 대구두류점,"대구광역시 달서구 두류공원로 245, 301동 지하1층 B111호 (두류동, 빌리브파크뷰)",대구광역시 달서구 두류동 2355 빌리브파크뷰 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5451819,35.84373223,3413,,일반음식점,신참떡볶이 성당위브점,"대구광역시 달서구 장기로 140, 1층 111호 (성당동)",대구광역시 달서구 성당동 728-6 ,053-654-6664,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5291214,35.82465295,3414,,일반음식점,신참떡볶이 월성점,"대구광역시 달서구 조암남로 10, 401동 지상1층 106호 (월성동, 월성e-편한세상)",대구광역시 달서구 월성동 536 월성e-편한세상 401동 106호,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5256427,35.82731954,3415,,일반음식점,신참떡볶이 월성푸르지오점,"대구광역시 달서구 조암로6길 20, 1동 1층 116호 (월성동)",대구광역시 달서구 월성동 120 ,053-639-5978,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5320762,35.81718977,3416,,일반음식점,신참떡볶이상인점,"대구광역시 달서구 월배로 167, A동 1층 (진천동)",대구광역시 달서구 진천동 45-4 ,053-642-0533,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5292954,35.85620021,3417,,일반음식점,신참떡볶이용산점,"대구광역시 달서구 용산서로 9, 601동 1층 101호 (용산동, 용산세광태왕아파트)",대구광역시 달서구 용산동 935 ,053-554-5557,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5526246,35.82411728,3418,,일반음식점,신천동할매김치찌개&찜 달서점,"대구광역시 달서구 앞산순환로39안길 58, 2층 (송현동)",대구광역시 달서구 송현동 1967-27 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.538456,35.84333192,3419,,일반음식점,신천운양꼬치본리점,대구광역시 달서구 장기로 201 (본리동),대구광역시 달서구 본리동 0062-0018 ,053-572-1385,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5343014,35.82357763,3420,,일반음식점,신천할매떡볶이의새이름신떡순,"대구광역시 달서구 월곡로 320, 111동 지하1층 2호 (상인동, 보성은하아파트)",대구광역시 달서구 상인동 42 보성은하아파트 ,053-635-8253,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5283164,35.81267778,3421,,일반음식점,신촌김밥천국,"대구광역시 달서구 월배로24길 52, 지상1층 (진천동)",대구광역시 달서구 진천동 255-5 ,053-631-7009,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5649686,35.85993111,3422,,일반음식점,신촌얼큰이칼국수,"대구광역시 달서구 달구벌대로 1830 (두류동,(지상1층))",대구광역시 달서구 두류동 89-8 (지상1층) ,053-654-3700,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.4841525,35.85199929,3423,,일반음식점,신통치킨,"대구광역시 달서구 호산동로35북길 48, 1층 (호산동)",대구광역시 달서구 호산동 352-14 ,053-582-4984,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5295239,35.86060394,3424,,일반음식점,신통치킨 상리공원점,"대구광역시 달서구 용산로 259, 106동 1층 104호 (용산동)",대구광역시 달서구 용산동 911 ,053-551-7775,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5449812,35.82253964,3425,,일반음식점,신통치킨(상인점),"대구광역시 달서구 송현로7길 10, 1221동 지상1층 105호 (상인동, 상인화성파크드림)",대구광역시 달서구 상인동 1596 상인화성파크드림 1221동 105호,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5326795,35.84798361,3426,,일반음식점,신통치킨감삼점,"대구광역시 달서구 달구벌대로304길 39, 1층 (감삼동)",대구광역시 달서구 감삼동 576-3 ,053-586-9911,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5173718,35.81660133,3427,,일반음식점,신통치킨진천점,대구광역시 달서구 조암남로 158 (유천동),대구광역시 달서구 유천동 97 ,,,유천동,대구광역시 달서구 위생과,2024-05-30
128.5489143,35.83816911,3428,,일반음식점,신프로 푸드,대구광역시 달서구 구마로39길 16 (성당동),대구광역시 달서구 성당동 824-82 ,,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5409006,35.81121041,3429,,일반음식점,신향마라탕,"대구광역시 달서구 상화북로 137, 19동 2층 202,203호 (상인동, 한양은하아파트)",대구광역시 달서구 상인동 1474 한양은하아파트 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5314336,35.85629012,3430,,일반음식점,신혜네바다회,"대구광역시 달서구 달구벌대로301길 145 (용산동,(지상1층))",대구광역시 달서구 용산동 951-11 (지상1층) ,,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5386311,35.81457378,3431,,일반음식점,신호남 반고개 무침회,"대구광역시 달서구 월배로40길 104, 지상1층 (상인동)",대구광역시 달서구 상인동 1417-0002 (지상1층) ,053-641-7830,,상인2동,대구광역시 달서구 위생과,2024-05-30
128.5380703,35.81532891,3432,,일반음식점,신화불닭발,"대구광역시 달서구 월배로40길 85, 1층 (상인동)",대구광역시 달서구 상인동 278-3 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5046415,35.85376301,3433,,일반음식점,신흥국밥촌,"대구광역시 달서구 이곡서로 21 (이곡동,(쇼핑월드) 133호)",대구광역시 달서구 이곡동 1213-1 (쇼핑월드) 133호 ,053-586-9333,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5445037,35.84985076,3434,,일반음식점,신흥석쇠,"대구광역시 달서구 감삼길 119, 1층 (감삼동)",대구광역시 달서구 감삼동 131-8 ,053-566-9009,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5512787,35.82944247,3435,,일반음식점,신흥식당,대구광역시 달서구 월배로80길 12 (송현동),대구광역시 달서구 송현동 1931-0002 ,053-0628-0504,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5044772,35.85326943,3436,,일반음식점,신흥양념대창,"대구광역시 달서구 달구벌대로251길 11, 103호 (이곡동,외 1필지 (쇼핑월드))",대구광역시 달서구 이곡동 1213-2 외 1필지 (쇼핑월드) 103호,053-586-9334,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5246323,35.82367366,3437,,일반음식점,심돈,"대구광역시 달서구 조암로 57-7, 1층 (월성동)",대구광역시 달서구 월성동 1147-18 ,053-636-8334,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5315139,35.81210539,3438,,일반음식점,심바떡볶이,"대구광역시 달서구 월배로24길 109, 1층 (진천동)",대구광역시 달서구 진천동 185-1 ,,,진천동,대구광역시 달서구 위생과,2024-05-30
128.4975865,35.85826684,3439,,일반음식점,심야불닭,"대구광역시 달서구 선원로10길 21, 1층 (신당동)",대구광역시 달서구 신당동 1751-5 1층 ,059-290-2345,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5358976,35.8168346,3440,,일반음식점,심야오뎅,"대구광역시 달서구 월배로40길 34, 1층 (상인동)",대구광역시 달서구 상인동 1409-9 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5044823,35.85295396,3441,,일반음식점,심야오뎅,"대구광역시 달서구 달구벌대로251길 9, 1층 119호 (이곡동)",대구광역시 달서구 이곡동 1213-4 ,,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5287482,35.82538764,3442,,일반음식점,심야오뎅(신월성점),"대구광역시 달서구 조암로 9, 테라스빌딩 1층 111호 (월성동)",대구광역시 달서구 월성동 1857 테라스빌딩 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.4855902,35.85015216,3443,,일반음식점,심양반점,"대구광역시 달서구 호산동로 167, 2층 (호산동)",대구광역시 달서구 호산동 382-6 ,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5374909,35.81396657,3444,,일반음식점,심플리레드키친,"대구광역시 달서구 월곡로47길 63, 1층 (상인동)",대구광역시 달서구 상인동 1423 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5141204,35.86093426,3445,,일반음식점,십삼번지(13번지),"대구광역시 달서구 선원로37북길 25, 1층 (이곡동)",대구광역시 달서구 이곡동 1345-13 ,,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5358993,35.80543492,3446,,일반음식점,싱글벙글식당,"대구광역시 달서구 도원로 45, 441동 105호 (도원동,대곡강산타운)",대구광역시 달서구 도원동 1443 대곡강산타운 441동 105호,053-632-9773,,도원동,대구광역시 달서구 위생과,2024-05-30
128.5298014,35.85833851,3447,,일반음식점,싱싱난리부르스5000냥,"대구광역시 달서구 용산서로 4-18, 1층 (용산동)",대구광역시 달서구 용산동 0930-0007 ,053-521-0107,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5500207,35.8256378,3448,,일반음식점,싱싱물회,"대구광역시 달서구 월배로72길 39, 1층 (송현동)",대구광역시 달서구 송현동 798-68 ,053-653-8585,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.537201,35.81729555,3449,,일반음식점,싱싱산오징어,대구광역시 달서구 월배로46길 29 (상인동),대구광역시 달서구 상인동 1400-5 ,053-639-5225,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5364895,35.8486829,3450,,일반음식점,싱싱생고기,"대구광역시 달서구 와룡로 169, 판매시설동 1층 101-102호 (감삼동, 월드마크웨스트엔드)",대구광역시 달서구 감삼동 461 월드마크웨스트엔드 ,,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.4994428,35.85749572,3451,,일반음식점,싱싱수산,"대구광역시 달서구 성서서로73길 8, 1층 (신당동)",대구광역시 달서구 신당동 1761-11 ,,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5501306,35.82844799,3452,,일반음식점,싱싱식당,"대구광역시 달서구 월배로 380, 2층 (송현동)",대구광역시 달서구 송현동 1931-17 ,053-651-4151,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5537779,35.85602121,3453,,일반음식점,싱싱주물럭 어탕국수,대구광역시 달서구 달구벌대로344길 1 (두류동),대구광역시 달서구 두류동 0490-0005 ,053-622-3447,,두류3동,대구광역시 달서구 위생과,2024-05-30
128.5529802,35.85541874,3454,,일반음식점,싱싱포차산오징어 대구광장코아점,대구광역시 달서구 달구벌대로344길 24 (두류동),대구광역시 달서구 두류동 0492-0005 ,,,두류3동,대구광역시 달서구 위생과,2024-05-30
128.5310304,35.84222824,3455,,일반음식점,"싱싱포차산오징어,활어","대구광역시 달서구 대명천로 268, 1층 (장기동)",대구광역시 달서구 장기동 566-10 ,053-556-7758,,장기동,대구광역시 달서구 위생과,2024-05-30
128.5305202,35.81509187,3456,,일반음식점,싱싱활어회,"대구광역시 달서구 월배로28길 25 (진천동,외1필지 지상1층)",대구광역시 달서구 진천동 128-1 외1필지 지상1층 ,053-634-2589,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5221975,35.85665983,3457,,일반음식점,싱싱활어회 대구물회전문점,"대구광역시 달서구 성지로18길 20, 1층 (용산동)",대구광역시 달서구 용산동 455-1 ,,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5512941,35.83364165,3458,,일반음식점,싱싱회포차,"대구광역시 달서구 학산로 228, 1층 (송현동)",대구광역시 달서구 송현동 160-1 ,053-628-0328,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5358761,35.84901516,3459,,일반음식점,싱싱횟집,"대구광역시 달서구 와룡로 169, 107동 101,102,105호 (감삼동, 월드마크웨스트엔드판매시설)","대구광역시 달서구 감삼동 461 월드마크웨스트엔드판매시설 107동 101~2,105호",,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5460344,35.81351453,3460,,일반음식점,싸릿골식당,대구광역시 달서구 상화북로 189 (상인동),대구광역시 달서구 상인동 1527-0002 ,053-638-3005,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5286893,35.8430781,3461,,일반음식점,"쌈,순사골돼지국밥",대구광역시 달서구 장기로57서길 13 (장기동),대구광역시 달서구 장기동 823-1 ,,,장기동,대구광역시 달서구 위생과,2024-05-30
128.5190298,35.80838883,3462,,일반음식점,쌈뽕포차,"대구광역시 달서구 상화로 41, 1층 (진천동)",대구광역시 달서구 진천동 730-10 ,053-641-2857,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5547209,35.83741825,3463,,일반음식점,쌈뽕포차 성당점,"대구광역시 달서구 구마로 247 (성당동,(1층))",대구광역시 달서구 성당동 263-2 (1층) ,053-621-1034,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5320036,35.8421888,3464,,일반음식점,쌍둥이,"대구광역시 달서구 대명천로 258, 1층 (장기동)",대구광역시 달서구 장기동 566-11 외1필지 ,,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5360568,35.85322124,3465,,일반음식점,쌍둥이기사식당,"대구광역시 달서구 와룡로45길 20, 1층 (죽전동)",대구광역시 달서구 죽전동 377-10 1층 ,053-559-2091,,죽전동,대구광역시 달서구 위생과,2024-05-30
128.5286629,35.81459284,3466,,일반음식점,쌍둥이숯불두마리치킨 월성상인점,"대구광역시 달서구 월배로28안길 20, 1층 상가104호 (진천동, 대마엘리시움)",대구광역시 달서구 진천동 238-16 대마엘리시움 ,053-641-6565,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5382431,35.84606514,3467,,일반음식점,쌍라이트 곱창,"대구광역시 달서구 와룡로32길 16, 1층 (감삼동)",대구광역시 달서구 감삼동 282-24 ,,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5721997,35.85051881,3468,,일반음식점,쌍쌍식당,"대구광역시 달서구 성당로 197, 3층 (성당동)",대구광역시 달서구 성당동 54-29 ,,,성당동,대구광역시 달서구 위생과,2024-05-30
128.5112927,35.85018303,3469,,일반음식점,쌥디(ZAPDEE),"대구광역시 달서구 달구벌대로264안길 4, 1층 (이곡동)",대구광역시 달서구 이곡동 761-4 ,,,이곡1동,대구광역시 달서구 위생과,2024-05-30
,,3470,,일반음식점,써니네(집),,대구광역시 달서구 두류동 631-40 1층 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
,,3471,,일반음식점,써니네(집),,대구광역시 달서구 두류동 631-7 1층 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5303664,35.83877626,3472,,일반음식점,써니라이브,"대구광역시 달서구 용산로 15, 3층 (본리동)",대구광역시 달서구 본리동 1209-3 ,,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5334641,35.8128375,3473,,일반음식점,써니쿡,"대구광역시 달서구 상원로9길 48, 1층 (진천동)",대구광역시 달서구 진천동 813-5 ,053-637-1331,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5345091,35.81540147,3474,,일반음식점,써니포차,"대구광역시 달서구 월곡로53길 92, 1층 (상인동)",대구광역시 달서구 상인동 1437-4 ,,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5380833,35.81829356,3475,,일반음식점,써리로,대구광역시 달서구 월곡로 269-1 (상인동),대구광역시 달서구 상인동 1397-3 ,053-635-9997,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5358526,35.84377976,3476,,일반음식점,써브웨이 대구죽전점,"대구광역시 달서구 와룡로 123, 301동 1층 101호 (감삼동, 죽전역 동화아이위시)",대구광역시 달서구 감삼동 704 죽전역 동화아이위시 ,,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5313382,35.85766109,3477,,일반음식점,썬더치킨,"대구광역시 달서구 달구벌대로301길 175 (용산동,(지상1층))",대구광역시 달서구 용산동 933-6 (지상1층) ,053-522-1935,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.4846793,35.85175848,3478,,일반음식점,썬더치킨 계명대정문점,"대구광역시 달서구 호산동로35북길 37, 1층 (호산동)",대구광역시 달서구 호산동 365 ,053-586-8592,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5422828,35.82433156,3479,,일반음식점,썬더치킨 월촌역점,"대구광역시 달서구 학산남로 90, 201동 1층 102호 (송현동, 우방송현하이츠)",대구광역시 달서구 송현동 906 우방송현하이츠 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5327051,35.84413536,3480,,일반음식점,썬더치킨 장기점,"대구광역시 달서구 장기로 252, 1층 104호 (장기동, 장기 협성휴포레)",대구광역시 달서구 장기동 535 장기 협성휴포레 ,,,장기동,대구광역시 달서구 위생과,2024-05-30
128.5367585,35.81672447,3481,,일반음식점,썰푸는술집,대구광역시 달서구 월배로42길 40 (상인동),대구광역시 달서구 상인동 1406-0002 ,053-637-0355,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.5530712,35.854976,3482,,일반음식점,썰푸는술집,대구광역시 달서구 야외음악당로39길 76 (두류동),대구광역시 달서구 두류동 0491-0010 ,053-621-2422,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5594355,35.85607406,3483,,일반음식점,썸,"대구광역시 달서구 두류공원로50길 8 (두류동,지하1층)",대구광역시 달서구 두류동 147-14 지하1층 ,053-267-1999,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.509451,35.85755061,3484,,일반음식점,썸타는 치킨 찜닭,"대구광역시 달서구 선원남로 77, 210동 1층 107호 (이곡동, 성서한샘타운)",대구광역시 달서구 이곡동 1306-1 성서한샘타운 ,,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5256158,35.85712112,3485,,일반음식점,썸타는치킨찜닭 용산점,"대구광역시 달서구 용산서로 48, 1층 (용산동)",대구광역시 달서구 용산동 939-17 ,053-566-9595,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5292399,35.84293592,3486,,일반음식점,쎈밤,"대구광역시 달서구 장기로57길 14 (장기동,(1층))",대구광역시 달서구 장기동 822-13 (1층) ,053-554-9162,,장기동,대구광역시 달서구 위생과,2024-05-30
128.5536992,35.85539142,3487,,일반음식점,쎈밤,"대구광역시 달서구 달구벌대로344길 15, 1층 4호 (두류동)",대구광역시 달서구 두류동 490-3 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.4939586,35.85606813,3488,,일반음식점,쎌빠,"대구광역시 달서구 서당로9길 29, 2층 (신당동)",대구광역시 달서구 신당동 1721-10 ,053-588-9292,,신당동,대구광역시 달서구 위생과,2024-05-30
128.5533201,35.85525214,3489,,일반음식점,쏘시지요 대구광장점,"대구광역시 달서구 달구벌대로344길 23-5, 1층 (두류동)",대구광역시 달서구 두류동 490-20 ,053-623-5492,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5152809,35.81778119,3490,,일반음식점,쏘시지요 대구유천점,"대구광역시 달서구 조암남로32길 13, 상가동 105호 (유천동, 월배쌍용예가아파트)",대구광역시 달서구 유천동 42 ,,,유천동,대구광역시 달서구 위생과,2024-05-30
128.5525065,35.83679805,3491,,일반음식점,쏘울,"대구광역시 달서구 구마로 226 (송현동,(지하1층))",대구광역시 달서구 송현동 57-3 (지하1층) ,053-622-5582,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5213002,35.86125808,3492,,일반음식점,쏘울메이트(Soul mate),"대구광역시 달서구 새방로 23-6, 1층 (용산동)",대구광역시 달서구 용산동 519-9 ,,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.5580913,35.85639789,3493,,일반음식점,쏘울메이트(Soul mate) 두류역점,"대구광역시 달서구 두류공원로 259, 1층 (두류동)",대구광역시 달서구 두류동 473-10 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5687719,35.86080968,3494,,일반음식점,쏠(SSOL),"대구광역시 달서구 밤골길 8, 1층 (두류동)",대구광역시 달서구 두류동 840-74 ,,,두류1.2동,대구광역시 달서구 위생과,2024-05-30
128.5118777,35.80868627,3495,,일반음식점,쑤북 비빔밥 본점,"대구광역시 달서구 비슬로 2710, C동 1층 (대곡동)",대구광역시 달서구 대곡동 30-2 ,,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5313304,35.85783241,3496,,일반음식점,쑤뿔갈비,"대구광역시 달서구 달구벌대로301길 179 (용산동,지상1층)",대구광역시 달서구 용산동 933-7 지상1층 ,053-523-5500,,용산1동,대구광역시 달서구 위생과,2024-05-30
128.517242,35.81966691,3497,,일반음식점,쑤뿔갈비 월배점,"대구광역시 달서구 조암남로26길 29, 건호빌딩 1층 (대천동)",대구광역시 달서구 대천동 513 ,,,유천동,대구광역시 달서구 위생과,2024-05-30
128.5339295,35.84162353,3498,,일반음식점,씨(C),"대구광역시 달서구 대명천로 241 (본리동,(지상2층))",대구광역시 달서구 본리동 440-6 (지상2층) ,,,본리동,대구광역시 달서구 위생과,2024-05-30
128.5364662,35.84747566,3499,,일반음식점,씨네마 감삼점,"대구광역시 달서구 와룡로 169, 판매시설동 1층 103-113호 (감삼동, 월드마크웨스트엔드)",대구광역시 달서구 감삼동 461 월드마크웨스트엔드 ,,,감삼동,대구광역시 달서구 위생과,2024-05-30
128.5466647,35.82319385,3500,,일반음식점,씨네마 맥주 대구 월촌역점,"대구광역시 달서구 송현로 54, 1층 (송현동)",대구광역시 달서구 송현동 1945-4 ,,,송현1동,대구광역시 달서구 위생과,2024-05-30
128.5129887,35.81709816,3501,,일반음식점,씨네마 맥주(월배아이파크점),"대구광역시 달서구 조암로 184, 1층 102호 (유천동)",대구광역시 달서구 유천동 624 ,,,유천동,대구광역시 달서구 위생과,2024-05-30
128.505215,35.86067671,3502,,일반음식점,씨네마 맥주(이곡동체육공원점),"대구광역시 달서구 선원로23길 31, 2층 (이곡동)",대구광역시 달서구 이곡동 1323-13 ,,,이곡1동,대구광역시 달서구 위생과,2024-05-30
128.5237369,35.83008324,3503,,일반음식점,씨네마 얼음 맥주 월성 에듀파크점,"대구광역시 달서구 월성로 100, 502동 1층 103호 (월성동, 월성 삼정그린코아 에듀파크)",대구광역시 달서구 월성동 1894 월성 삼정그린코아 에듀파크 ,,,월성1동,대구광역시 달서구 위생과,2024-05-30
128.5308441,35.80257063,3504,,일반음식점,씨네마맥주 대구 대곡점,"대구광역시 달서구 갈밭로 32, 1층 (대곡동)",대구광역시 달서구 대곡동 1073-1 ,,,진천동,대구광역시 달서구 위생과,2024-05-30
128.5323778,35.82079056,3505,,일반음식점,씨네마맥주 대구 상인점,대구광역시 달서구 월서로 20 (상인동),대구광역시 달서구 상인동 129-8 ,053-642-6633,,상인1동,대구광역시 달서구 위생과,2024-05-30
128.548979,35.84320572,3506,,일반음식점,씨네마맥주 대구 성당더샵점,"대구광역시 달서구 장기로 105, 1층 (성당동)",대구광역시 달서구 성당동 630-1 ,,,성당동,대구광역시 달서구 위생과,2024-05-30
