순번,의료기관명,허가종별,업무상태,의료기관주소(도로명),의료기관행정동주소,위도,경도,대표전화,데이터기준일자
289,큰사랑치과의원,치과의원,영업중,"대구광역시 북구 태암로 68, 2층 (구암동)",대구광역시 북구 구암동 688번지 1호 (2층) ,35.92793185,128.5552148,053-324-8275,2024-07-31
290,탑연합치과의원,치과의원,영업중,"대구광역시 북구 침산로 93, 3층 7호 (칠성동2가, 스펙트럼시티)",대구광역시 북구 칠성동 20번지 1호 스펙트럼시티 3층 7호 ,35.88522557,128.5897899,053-351-2804,2024-07-31
291,강북보건지소,보건지소,영업중,"대구광역시 북구 대천로 81 (동천동, 동천동 주민센터)",대구광역시 북구 동천동 930번지 2호 ,35.9373275,128.5581813,053-665-4200,2024-07-31
292,대구성모안과의원,의원,영업중,"대구광역시 북구 동북로 168, 3층 (산격동)",대구광역시 북구 산격3동 1260번지 6호 (3층일부) ,35.89905021,128.6108447,053-955-1090,2024-07-31
293,참피부과의원,의원,영업중,"대구광역시 북구 학정로 415, 304호 (동천동)",대구광역시 북구 동천동 912번지 3호 메가타운 304,35.94184552,128.5629842,053-314-7585,2024-07-31
294,현대연합정형외과의원,의원,영업중,"대구광역시 북구 대현로 94, 1,4,5,6층 (대현동)",,35.88233865,128.6092624,053-957-8275,2024-07-31
295,산격수정형외과의원,의원,영업중,대구광역시 북구 동북로 146 (산격동),,35.90013487,128.6087776,053-952-7582,2024-07-31
296,고은연합소아청소년과의원,의원,영업중,"대구광역시 북구 침산남로 140, 3층 (침산동, 메가타운)",대구광역시 북구 침산3동 260번지 8호 MB플라자 402호 ,35.88808771,128.5909513,053-341-5225,2024-07-31
297,신내과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 457, 2층 (관음동)",대구광역시 북구 관음동 1386번지 15호 (2층) ,35.9365955,128.5487406,053-313-8575,2024-07-31
298,에스비뇨기과의원,의원,영업중,"대구광역시 북구 학정로 416, 203호 (구암동)",대구광역시 북구 구암동 769번지 3호 203,35.94179538,128.5638106,053-325-0075,2024-07-31
299,예사랑소아청소년과의원,의원,영업중,"대구광역시 북구 동변로 24, 225동 201호 (동변동, U대회선수촌2단지)",대구광역시 북구 무태조야동 682번지 U대회선수촌2단지 225 201,35.91623317,128.6025423,053-954-8275,2024-07-31
300,복현아름다운치과의원,치과의원,영업중,"대구광역시 북구 동북로 290, 3층 (복현동)",대구광역시 북구 복현1동 479번지 4호 3층일부 ,35.89236561,128.6216143,053-955-7528,2024-07-31
301,청송한의원,한의원,영업중,대구광역시 북구 팔달로 215-2 (노원동2가),,35.88819975,128.5737296,053-351-3388,2024-07-31
302,엠치과의원,치과의원,영업중,"대구광역시 북구 학정로 439, 2층 (동천동)",대구광역시 북구 동천동 896번지 2호 ,35.94387919,128.5633389,053-326-9885,2024-07-31
303,송한방한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 200 (태전동),,35.9138386,128.5490355,053-312-7588,2024-07-31
304,김정수이비인후과의원,의원,영업중,"대구광역시 북구 학정로 415, 303호 (동천동, 메가타운)",대구광역시 북구 동천동 912번지 3호 (3층일부) ,35.94184552,128.5629842,053-327-3338,2024-07-31
305,칠곡명인치과의원,치과의원,영업중,대구광역시 북구 동암로12길 8 (동천동),대구광역시 북구 동천동 968번지 (홈플러스 2층) ,35.94484991,128.5559672,053-321-5722,2024-07-31
306,서변치과의원,치과의원,영업중,"대구광역시 북구 호국로 215, 204호 (서변동, 대성골드프라자)",대구광역시 북구 무태조야동 1787번지 204,35.92085908,128.5988176,053-951-7275,2024-07-31
307,해산한의원,한의원,영업중,대구광역시 북구 팔달로 185 (노원동2가),,35.88875778,128.570381,053-356-3060,2024-07-31
308,하유선치과의원,치과의원,영업중,"대구광역시 북구 서변로 63, 2층 (서변동)",대구광역시 북구 무태조야동 1746번지 7호 2층 ,35.92142883,128.5964029,053-951-2275,2024-07-31
309,칠곡열린치과의원,치과의원,영업중,"대구광역시 북구 팔거천동로 80, 2층 (구암동)",대구광역시 북구 구암동 654번지 (2층일부) ,35.93143747,128.5550548,053-312-7528,2024-07-31
310,칠곡연합정신건강의학과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 400, 2층 (태전동)",대구광역시 북구 태전2동 993번지 9호 2층 ,35.93133754,128.5485651,053-323-5831,2024-07-31
311,대성한의원,한의원,영업중,대구광역시 북구 동북로 166 (산격동),대구광역시 북구 산격3동 1260번지 5호 2층 ,35.89916708,128.6106639,053-951-8200,2024-07-31
312,미래연합속내과의원,의원,영업중,"대구광역시 북구 학정로 439, 칠곡메가타운 3층 (동천동)",대구광역시 북구 동천동 896번지 2호 칠곡메가타운 ,35.94387919,128.5633389,053-322-6644,2024-07-31
313,미소지앤의원,의원,영업중,"대구광역시 북구 동북로 172, 2층 (산격동)",대구광역시 북구 산격3동 1260번지 9호 2층 일부 ,35.89890066,128.6112316,053-381-3334,2024-07-31
314,칠곡명안과의원,의원,영업중,"대구광역시 북구 학정로 429, 301호 (동천동)",,35.94307553,128.563237,053-314-8275,2024-07-31
315,침산동아치과의원,치과의원,영업중,"대구광역시 북구 침산로21길 24, 109동 201호 (침산동)",,35.88684514,128.5876483,053-351-2842,2024-07-31
316,미즈피부과의원,의원,영업중,"대구광역시 북구 침산남로 154, 3층 (침산동, 메이저타운)",대구광역시 북구 침산2동 265번지 11호 (메이저타워 3층) ,35.88784566,128.5922773,053-341-8275,2024-07-31
317,조재영이비인후과의원,의원,영업중,"대구광역시 북구 침산로 128, 3층 (침산동, 동광빌딩)",대구광역시 북구 침산2동 248번지 5호 (3층일부) ,35.887663,128.5918422,053-356-3775,2024-07-31
318,영남속시원내과의원,의원,영업중,"대구광역시 북구 침산로 128, 4층 (침산동, 동광빌딩)",대구광역시 북구 침산2동 248번지 5호 4층 ,35.887663,128.5918422,053-355-3575,2024-07-31
319,해바라기치과의원,치과의원,영업중,"대구광역시 북구 침산로 128, 5층 (침산동, 동광빌딩)",대구광역시 북구 침산2동 248번지 5호 동광빌딩(5층일부) ,35.887663,128.5918422,053-351-0275,2024-07-31
320,에이연합정형외과의원,의원,영업중,대구광역시 북구 연암로 135-2 (산격동),,35.89680782,128.5949488,053-944-0119,2024-07-31
321,새동산산부인과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 407, 2~5층 (태전동)",,35.93203947,128.5480527,053-324-1616,2024-07-31
322,건강한내과와 튼튼한소아과의원,의원,영업중,"대구광역시 북구 원대로 42, 2층 (고성동2가)",대구광역시 북구 고성동 116번지 2호 (2층 일부) ,35.88117689,128.5810205,053-341-7582,2024-07-31
323,동변사과나무치과의원,치과의원,영업중,"대구광역시 북구 동변로 24, 224동 202층 (동변동, 선수촌2단지apt)",대구광역시 북구 무태조야동 682번지 U대회선수촌2단지 224 202,35.91623317,128.6025423,053-953-2828,2024-07-31
324,혜인한의원,한의원,영업중,대구광역시 북구 학정로 421 (동천동),대구광역시 북구 동천동 912번지 1호 202,35.94237567,128.5630877,053-326-1075,2024-07-31
325,침산제일내과의원,의원,영업중,대구광역시 북구 침산로 138 (침산동),,35.8888084,128.5918725,053-341-0600,2024-07-31
326,튼튼소아과의원,의원,영업중,"대구광역시 북구 대천로 94, 2층 (동천동)",대구광역시 북구 동천동 934번지 5호 (2층일부) ,35.93665513,128.55937,053-313-0297,2024-07-31
327,예일연합의원,의원,영업중,"대구광역시 북구 호국로 219, 205호 (서변동, 대성골든프라자)",대구광역시 북구 무태조야동 1786번지 205,35.92137191,128.5988241,053-943-8003,2024-07-31
328,하이얀치과의원,치과의원,영업중,"대구광역시 북구 학정로 415, 503호 (동천동)",,35.94184552,128.5629842,053-312-0275,2024-07-31
329,프라임산부인과의원,의원,영업중,"대구광역시 북구 학정로 416, 3층 (구암동)",대구광역시 북구 구암동 769번지 3호 3층 ,35.94179538,128.5638106,053-326-5900,2024-07-31
330,임연수소아과의원,의원,영업중,"대구광역시 북구 구암로 142, 2층 (구암동)",대구광역시 북구 구암동 649번지 3호 (2층 일부) ,35.93155591,128.5562345,053-326-2040,2024-07-31
331,권형수한의원,한의원,영업중,대구광역시 북구 복현로 133 (복현동),,35.90139545,128.618087,053-383-7582,2024-07-31
332,하얀미소치과의원,치과의원,영업중,대구광역시 북구 구암로21길 1 (읍내동),,35.9324381,128.5521721,053-326-7528,2024-07-31
333,무태한의원,한의원,영업중,대구광역시 북구 호국로 219 (서변동),대구광역시 북구 무태조야동 1786번지 대성골든프라자 204,35.92137191,128.5988241,053-956-0075,2024-07-31
334,서변산부인과의원,의원,영업중,대구광역시 북구 호국로 219 (서변동),,35.92137191,128.5988241,053-951-5800,2024-07-31
335,열린이비인후과의원,의원,영업중,"대구광역시 북구 호국로 219, 201호 (서변동, 서변골드프라자)",대구광역시 북구 무태조야동 1786번지 서변골드프라자 201호 ,35.92137191,128.5988241,053-951-8275,2024-07-31
336,새강북연합정형외과의원,의원,영업중,"대구광역시 북구 학정로 419, 1층2층6층일부,7층 층호 (동천동)",,35.94211181,128.5630466,053-324-7575,2024-07-31
337,강북예스치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 455, 3층 (관음동)",,35.93637399,128.5487071,0507-1322-2825,2024-07-31
338,윤내과의원,의원,영업중,대구광역시 북구 태전로 3 (태전동),,35.92071729,128.5458269,053-311-9009,2024-07-31
339,기천한의원,한의원,영업중,대구광역시 북구 공항로 8 (복현동),,35.89760399,128.6161013,053-959-1075,2024-07-31
340,권한의원,한의원,영업중,"대구광역시 북구 구암로 147, 3층 (동천동)",,35.93200009,128.5568801,053-326-5075,2024-07-31
341,연세연합의원,의원,영업중,"대구광역시 북구 연암로 182, 1층 (산격동)",대구광역시 북구 산격1동 752번지 3호 1층 ,35.90068727,128.5967553,053-941-1151,2024-07-31
342,능성한의원,한의원,영업중,대구광역시 북구 호국로43길 8-12 (서변동),,35.92167749,128.5986684,053-952-7667,2024-07-31
343,미소지움치과의원,치과의원,영업중,"대구광역시 북구 호국로 219, 3층 301호 (서변동, 대성골든프라자)",대구광역시 북구 무태조야동 1786번지 301호 ,35.92137191,128.5988241,053-958-9580,2024-07-31
344,윤태경한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 455 (관음동),,35.93637399,128.5487071,053-326-8575,2024-07-31
345,고운이치과의원,치과의원,영업중,"대구광역시 북구 동변로 91, 3층 (동변동)",대구광역시 북구 무태조야동 669번지 4호 3층 ,35.92101407,128.6031081,053-955-2275,2024-07-31
346,칠곡정한의원,한의원,영업중,대구광역시 북구 구암로 87 (읍내동),,35.93259951,128.5502742,053-326-7585,2024-07-31
347,이재우한의원,한의원,영업중,대구광역시 북구 대천로 94 (동천동),,35.93665513,128.55937,053-326-0753,2024-07-31
348,문진치과의원,치과의원,영업중,"대구광역시 북구 복현로 71, 3층 303호 (복현동, 블루빙브라운스톤 명문세가 상가)",대구광역시 북구 복현2동 234번지 11호 블루밍브라운스톤 명문세가 상가 3층 303호 ,35.89850135,128.622448,053-382-3457,2024-07-31
349,강북행복을심는치과의원,치과의원,영업중,대구광역시 북구 대천로 93 (동천동),,35.93709973,128.5594617,053-323-2875,2024-07-31
350,새소망한의원,한의원,영업중,대구광역시 북구 동변로 79-1 (동변동),대구광역시 북구 무태조야동 674번지 17호 ,35.92046325,128.6033949,053-953-8275,2024-07-31
351,선내과의원,의원,영업중,"대구광역시 북구 학정로 436, 2층 202호 (구암동)",대구광역시 북구 구암동 765번지 3호 (202호) ,35.94347323,128.5641612,053-323-1188,2024-07-31
352,흰돌치과의원,치과의원,영업중,"대구광역시 북구 대천로 94, 4층 (동천동)",대구광역시 북구 동천동 934번지 6호 (4층일부) ,35.93665513,128.55937,053-326-6543,2024-07-31
353,강북학운외과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 400, 4~5층 (태전동)",,35.93133754,128.5485651,053-326-6789,2024-07-31
354,진가정의학과의원,의원,영업중,"대구광역시 북구 영송로 85, 3층 306호,307호 (태전동, 한신중앙아파트 상가)","대구광역시 북구 태전1동 936번지 1호 한신중앙아파트상가 306호, 307호 ",35.93279682,128.5426126,053-322-4101,2024-07-31
355,서정소아과의원,의원,영업중,"대구광역시 북구 학남로 100, 2층 204호,205호 (국우동, 주공그린빌 6단지 상가)",대구광역시 북구 국우동 1080번지 (주공그린빌 6단지상가 204호 205호) ,35.94387162,128.5684007,053-326-4030,2024-07-31
356,이찬영한의원,한의원,영업중,대구광역시 북구 중앙대로 542 (칠성동2가),대구광역시 북구 칠성동 382번지 21호 ,35.88134076,128.5966357,053-426-1275,2024-07-31
357,신세계경치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 309, 4층 (태전동, 송림스포츠센타)",대구광역시 북구 태전1동 409번지 7호 ,35.92335283,128.5464656,053-313-0127,2024-07-31
358,아침한의원,한의원,영업중,대구광역시 북구 대천로18길 2 (동천동),,35.93680024,128.5582163,053-326-7510,2024-07-31
359,효제한의원,한의원,영업중,대구광역시 북구 학정로 416 (구암동),,35.94179538,128.5638106,053-326-2664,2024-07-31
360,장의원,의원,영업중,"대구광역시 북구 검단로 255, 상가2동 2층 201호 (검단동, 민들레아파트)",대구광역시 북구 검단동 1128번지 3호 ,35.91633576,128.6281406,053-383-7585,2024-07-31
361,김영수한의원,한의원,영업중,대구광역시 북구 팔달로33길 40 (노원동3가),대구광역시 북구 노원동 872번지 ,35.89026647,128.5671672,053-355-1075,2024-07-31
362,장원내과의원,의원,영업중,"대구광역시 북구 동변로 91, 2층 (동변동)",대구광역시 북구 무태조야동 669번지 4호 ,35.92101407,128.6031081,053-958-7214,2024-07-31
363,덕원한의원,한의원,영업중,대구광역시 북구 태전로 46 (태전동),,35.92453554,128.5443481,053-311-7582,2024-07-31
364,복현이튼연합치과의원,치과의원,영업중,"대구광역시 북구 공항로 8, 2층 (복현동)",대구광역시 북구 복현2동 200번지 2호 (2층) ,35.89760399,128.6161013,053-382-7528,2024-07-31
365,이-편한치과의원,치과의원,영업중,"대구광역시 북구 동북로 150, 2층 (산격동)",대구광역시 북구 산격3동 1237번지 14호 2층 일부 ,35.89986399,128.6090129,053-955-2833,2024-07-31
366,칠성한의원,한의원,영업중,대구광역시 북구 칠성시장로 28 (칠성동1가),,35.87697957,128.604501,053-424-4602,2024-07-31
367,제인한의원,한의원,영업중,대구광역시 북구 동변로 79 (동변동),,35.92034972,128.6034002,053-954-7676,2024-07-31
368,소문생생한의원,한의원,영업중,"대구광역시 북구 침산남로 175, 1층 (침산동)",대구광역시 북구 침산2동 145번지 2호 1층 ,35.8876952,128.5948554,053-351-1075,2024-07-31
369,가톨릭비뇨기과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 442, 2층,3층 (읍내동)",대구광역시 북구 읍내동 1341번지 4호 ,35.93515658,128.5491513,053-325-0021,2024-07-31
370,김민정치과의원,치과의원,영업중,"대구광역시 북구 호암로 30, 3층 (칠성동2가)",대구광역시 북구 칠성동 378번지 26호 (3층일부) ,35.88233504,128.5938775,053-359-0009,2024-07-31
371,호동연합의원,의원,영업중,"대구광역시 북구 관음중앙로28길 7, 2층 (관음동)",대구광역시 북구 관음동 1284번지 2호 (2층) ,35.94445318,128.5471891,053-326-0081,2024-07-31
372,부강정형외과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 573 (읍내동),,35.94683213,128.5509564,053-326-7557,2024-07-31
373,하나연합정형외과의원,의원,영업중,"대구광역시 북구 팔달로 225, 1층일부,3~5층 (노원동2가)",대구광역시 북구 노원동 274번지 ,35.88805012,128.5748259,053-358-7300,2024-07-31
374,매천한의원,한의원,영업중,"대구광역시 북구 매전로4길 32, 상가404동 지하1층 401~403호 (매천동, 한신더휴웨스턴팰리스)",대구광역시 북구 관문동 750번지 한신더휴웨스턴팰리스 지하2층 401~403호 상가404 ,35.90622713,128.5420954,053-311-3007,2024-07-31
375,도남한의원,한의원,영업중,대구광역시 북구 구리로 192 (국우동),,35.9482811,128.5759159,053-322-9393,2024-07-31
376,새길정형외과의원,의원,영업중,"대구광역시 북구 팔거천동로 223, 102,201,501호 (동천동, 수정빌딩)","대구광역시 북구 동천동 951번지 2호 수정빌딩, 102,201,501호 ",35.94398644,128.5579185,053-313-1199,2024-07-31
377,전경숙산부인과의원,의원,영업중,"대구광역시 북구 팔달로 175, 3층 (노원동3가, 은광빌딩)",대구광역시 북구 노원동 781번지 은광빌딩 3층 ,35.88890918,128.5693743,053-352-3003,2024-07-31
378,칠곡파티마 마취통증의학과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 481, 2층 (관음동)",대구광역시 북구 관음동 1383번지 15호 (2층 일부) ,35.9386718,128.5492028,053-323-6966,2024-07-31
379,이춘희산부인과의원,의원,영업중,대구광역시 북구 동암로 2 (읍내동),대구광역시 북구 읍내동 519번지 2호 (2층) ,35.94680489,128.5519477,053-324-7686,2024-07-31
380,한솔치과의원,치과의원,영업중,"대구광역시 북구 구암로 17, 305호 (관음동, 한양수정아파트상가)",대구광역시 북구 관음동 1370번지 한양수정아파트상가 305,35.93663893,128.5429342,053-326-6700,2024-07-31
381,박병준치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 424 (읍내동),대구광역시 북구 읍내동 1343번지 4호 ,35.93349408,128.5488852,053-322-2875,2024-07-31
382,성모이비인후과의원,의원,영업중,대구광역시 북구 학정로 416 (구암동),대구광역시 북구 구암동 769번지 3호 (2층) ,35.94179538,128.5638106,053-326-7171,2024-07-31
383,늘푸른의원,의원,영업중,대구광역시 북구 태전로1길 26 (태전동),,35.92013236,128.5434455,053-311-0980,2024-07-31
384,대원한의원,한의원,영업중,대구광역시 북구 동북로 170-1 (산격동),,35.8989327,128.6111476,053-202-3370,2024-07-31
385,속시원내과 방사선과의원,의원,영업중,대구광역시 북구 동북로 172 (산격동),대구광역시 북구 산격3동 1260번지 9호 (5층) ,35.89890066,128.6112316,053-959-9001,2024-07-31
386,산격치과의원,치과의원,영업중,대구광역시 북구 산격로 48 (산격동),대구광역시 북구 산격3동 1410번지 41호 (2층) ,35.89485515,128.6055429,053-959-3030,2024-07-31
387,복음한의원,한의원,영업중,"대구광역시 북구 구암로 17, 115호 (관음동, 한양수정아파트상가)",,35.93663893,128.5429342,053-326-6767,2024-07-31
388,문한의원,한의원,영업중,"대구광역시 북구 태암로18길 2, [북구 태암로18길 6-4, 1층 (구암동) 포함] 1층 (구암동)","대구광역시 북구 구암동 686번지 7호 1층(북구 구암동 686-8번지, 1층 포함) ",35.92668932,128.5566569,053-325-7595,2024-07-31
389,칠곡피부과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 428, 2층,3층 (읍내동)",대구광역시 북구 읍내동 1343번지 2호 ,35.93385917,128.5489451,053-326-1111,2024-07-31
390,칠곡중앙의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 299, 2층 (태전동)",대구광역시 북구 태전1동 414번지 3호 2층 ,35.92227688,128.5465136,053-323-0090,2024-07-31
391,동제한의원,한의원,영업중,대구광역시 북구 산격로 114 (산격동),,35.89953107,128.6086932,053-954-9048,2024-07-31
392,인성신경과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 537 (읍내동),,35.94364923,128.5504602,053-323-0018,2024-07-31
393,김연합의원,의원,영업중,"대구광역시 북구 검단로 114, 2층 (검단동)",대구광역시 북구 검단동 936번지 9호 (2층) ,35.90676742,128.6201821,053-383-7571,2024-07-31
394,벧엘치과의원,치과의원,영업중,대구광역시 북구 원대로 42-1 (고성동2가),"대구광역시 북구 고성동 116번지 3호 (3층,4층) ",35.88128891,128.5809585,053-355-7575,2024-07-31
395,이재춘내과의원,의원,영업중,"대구광역시 북구 칠곡중앙대로 495, 2층 (관음동)",대구광역시 북구 관음동 1383번지 6호 2층 ,35.93992008,128.5496273,053-322-7682,2024-07-31
396,동산의원,의원,영업중,대구광역시 북구 고성로 154 (고성동2가),대구광역시 북구 고성동 111번지 2호 ,35.88100813,128.5825311,053-351-7582,2024-07-31
397,예당한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 542 (읍내동),,35.9438307,128.5511521,053-326-1575,2024-07-31
398,팔공산한의원,한의원,영업중,대구광역시 북구 연암로 188 (산격동),,35.90118293,128.5965221,053-954-3399,2024-07-31
399,강북연합내과의원,의원,영업중,"대구광역시 북구 구암로65길 52, 2층 (구암동, 상호빌딩)",대구광역시 북구 구암동 769번지 4호 (상호빌딩 2층) ,35.94172277,128.564182,053-326-7200,2024-07-31
400,공덕한의원,한의원,영업중,대구광역시 북구  중앙대로  509 (칠성동2가),,35.87855799,128.5951401,053-424-1275,2024-07-31
401,준이비인후과의원,의원,영업중,"대구광역시 북구 침산남로 138, 2층 (침산동, SK빌딩)",대구광역시 북구 침산3동 260번지 11호 (SK빌딩 2층) ,35.88815659,128.5906901,053-354-7582,2024-07-31
402,칠곡제일한의원,한의원,영업중,대구광역시 북구 칠곡중앙대로 493 (관음동),대구광역시 북구 관음동 1383번지 8호 ,35.93970684,128.5495525,053-325-7970,2024-07-31
403,새빛안과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 411 (태전동),대구광역시 북구 태전1동 940번지 (3층) ,35.93252619,128.5479956,053-322-1901,2024-07-31
404,검단한의원,한의원,영업중,"대구광역시 북구 검단로 117, 203호,204호 (검단동, 유성아파트 상가)",,35.90745266,128.6201346,053-383-1800,2024-07-31
405,보은한의원,한의원,영업중,대구광역시 북구 대현로 102 (대현동),대구광역시 북구 대현동 270번지 7호 ,35.88208925,128.6100196,053-953-7582,2024-07-31
406,다정한치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 373 (태전동),대구광역시 북구 태전1동 1068번지 ,35.92912803,128.5474827,053-326-2822,2024-07-31
407,칠곡한빛치과의원,치과의원,영업중,대구광역시 북구 구암로65길 52 (구암동),대구광역시 북구 구암동 769번지 4호 (상호빌딩 3층) ,35.94172277,128.564182,053-326-2275,2024-07-31
408,이종현내과의원,의원,영업중,대구광역시 북구 경진로1길 42 (복현동),대구광역시 북구 복현1동 424번지 4호 ,35.89493709,128.6171778,053-955-8275,2024-07-31
409,고은치과의원,치과의원,영업중,대구광역시 북구 중앙대로 522 (칠성동2가),,35.87955086,128.5959679,053-421-1275,2024-07-31
410,이정재이비인후과의원,의원,영업중,"대구광역시 북구 구암로 136, 2층 (구암동)",대구광역시 북구 구암동 649번지 (2층) ,35.93160845,128.5556222,053-325-0566,2024-07-31
411,한마음한의원,한의원,영업중,"대구광역시 북구 동암로12길 15, 2층 (동천동)",대구광역시 북구 동천동 954번지 1호 2층일부 ,35.94361723,128.556941,053-321-7755,2024-07-31
412,새소망내과의원,의원,영업중,"대구광역시 북구 공항로 10, 지하1,1층 (복현동)","대구광역시 북구 복현2동 200번지 4호 (1층, 지하층 일부) ",35.89765484,128.6163205,053-943-0675,2024-07-31
413,산격마취통증의학과의원,의원,영업중,"대구광역시 북구 동북로 172, 4층 (산격동)",대구광역시 북구 산격3동 1260번지 9호 ,35.89890066,128.6112316,053-959-5139,2024-07-31
414,이메디치과의원,치과의원,영업중,대구광역시 북구 구암로 136 (구암동),,35.93160845,128.5556222,053-326-0275,2024-07-31
415,이아름다운치과의원,치과의원,영업중,대구광역시 북구 대현로 88-1 (대현동),대구광역시 북구 대현동 408번지 2호 3층 ,35.88246964,128.6086327,053-958-2828,2024-07-31
416,오내과의원,의원,영업중,대구광역시 북구 노원로 20 (노원동3가),대구광역시 북구 노원동 728번지 ,35.89106702,128.5652205,053-341-7575,2024-07-31
417,침산아름다운치과의원,치과의원,영업중,"대구광역시 북구 침산로 144, A동 501호 (침산동)",대구광역시 북구 침산2동 285번지 4호 ,35.88925904,128.5915139,053-353-8277,2024-07-31
418,하나치과의원,치과의원,영업중,"대구광역시 북구 칠곡중앙대로 419, 6층 (관음동)",대구광역시 북구 관음동 1378번지 7호 (6층) ,35.9332673,128.548114,053-325-2119,2024-07-31
419,동신치과의원,치과의원,영업중,"대구광역시 북구 동북로 163, 202동 201호 (산격동, 대우아파트상가)",대구광역시 북구 산격4동 500번지 1호 대우아파트상가 202 201,35.89891339,128.612519,053-382-2875,2024-07-31
420,권성현치과의원,치과의원,영업중,"대구광역시 북구 동북로 163 (산격동, 대우아파트 상가)","대구광역시 북구 산격2동 500번지 1호 대우아파트상가 201 203,204",35.89891339,128.612519,053-383-8275,2024-07-31
421,김문규이비인후과의원,의원,영업중,"대구광역시 북구 동북로 163, 2층 201호,202호 (산격동, 대우아파트상가)","대구광역시 북구 산격2동 500번지 1호 대우아파트 상가 201 201,202",35.89891339,128.612519,053-381-0035,2024-07-31
422,경북마취제통의원,의원,영업중,"대구광역시 북구 동북로 163, 201동 206호 (산격동, 대우아파트상가)",대구광역시 북구 산격2동 500번지 1호 대우아파트 상가 201 206,35.89891339,128.612519,053-382-8211,2024-07-31
423,구민한의원,한의원,영업중,대구광역시 북구 동북로 265 (복현동),,35.89426252,128.6197366,053-956-3724,2024-07-31
424,장영식가정의학과의원,의원,영업중,"대구광역시 북구 호암로 30, 2층 (칠성동2가)",대구광역시 북구 칠성동 378번지 26호 (2층일부) ,35.88233504,128.5938775,053-341-7588,2024-07-31
425,기세길내과의원,의원,영업중,"대구광역시 북구 대천로 88, 2층 (동천동)",대구광역시 북구 동천동 934번지 2호 2층 ,35.93674156,128.5587372,053-321-0005,2024-07-31
426,한마음산부인과의원,의원,영업중,"대구광역시 북구 칠성시장로 10, 2층 201호 (칠성동1가, M시티빌딩)",대구광역시 북구 칠성동 153번지 4호 2층 201,35.87532371,128.6050956,053-431-5050,2024-07-31
427,행복한산부인과의원,의원,영업중,"대구광역시 북구 팔달로 233, 지하1층~4층 (노원동2가)",,35.88792318,128.5754693,053-358-2200,2024-07-31
428,칠곡대신의원,의원,영업중,대구광역시 북구 팔거천동로 38 (구암동),,35.92808622,128.5527782,053-321-5957,2024-07-31
429,황부부치과의원,치과의원,영업중,"대구광역시 북구 검단로 117, 201호 (검단동, 유성상가)",대구광역시 북구 검단동 887번지 67호 ,35.90745266,128.6201346,053-383-2875,2024-07-31
430,보성치과의원,치과의원,영업중,대구광역시 북구 침산남로 147 (침산동),대구광역시 북구 침산2동 267번지 6호 ,35.88856855,128.5921619,053-356-2875,2024-07-31
431,최희동치과의원,치과의원,영업중,대구광역시 북구 동북로 168 (산격동),대구광역시 북구 산격3동 1260번지 6호 ,35.89905021,128.6108447,053-954-2282,2024-07-31
432,추동호정신과의원,의원,영업중,대구광역시 북구 검단로 3 (산격동),대구광역시 북구 산격2동 492번지 7호 ,35.89821326,128.6148481,053-383-2800,2024-07-31
433,성지가정의학과의원,의원,영업중,대구광역시 북구 산격로8길 1 (산격동),대구광역시 북구 산격3동 1410번지 7호 ,35.89377581,128.6053848,053-952-0848,2024-07-31
434,경희산부인과의원,의원,영업중,대구광역시 북구 칠곡중앙대로 404 (태전동),대구광역시 북구 태전1동 993번지 12호 ,35.93179495,128.5486077,053-325-7585,2024-07-31
435,복현피부과의원,의원,영업중,대구광역시 북구 동북로 288 (복현동),대구광역시 북구 복현1동 479번지 3호 ,35.89253864,128.6212532,053-953-5114,2024-07-31
436,김시형더좋은치과의원,치과의원,영업중,"대구광역시 북구 침산남로 140, 602호 (침산동)",대구광역시 북구 침산3동 260번지 8호 ,35.88808771,128.5909513,053-356-2804,2024-07-31
437,진선치과의원,치과의원,영업중,대구광역시 북구 산격로 95 (산격동),대구광역시 북구 산격4동 1218번지 15호 ,35.89858646,128.606933,053-955-4728,2024-07-31
438,제동치과의원,치과의원,영업중,대구광역시 북구 칠곡중앙대로 385-1 (태전동),대구광역시 북구 태전1동 961번지 19호 ,35.93017202,128.5476067,053-324-1360,2024-07-31
439,진석호치과의원,치과의원,영업중,"대구광역시 북구 학정로 429, 303호 (동천동)",,35.94307553,128.563237,053-326-2928,2024-07-31
